Anomaly_Key,Chapter_Key,Chapter_Code,Chapter_Name,Year_Month,Year_Num,Month_Num,Full_Date,Trade_Type,Total_Value,Baseline_Mean,Baseline_Std,Z_Score,Pct_Change,Anomaly_Type,AI_Explanation,AI_Sources,Detected_At
8589934629,2,02,Meat and edible meat offal,199007,1990,7,1990-07-01,Export,107788982.0,81196733.83333333,6182236.486536192,4.3,0.3275,SPIKE,,,2026-03-27 02:19:48.108106
166,7,07,Vegetables and certain roots and tubers; edible,199007,1990,7,1990-07-01,Export,15520516.0,35938293.5,7633136.677315657,-2.67,-0.5681,DROP,,,2026-03-27 02:19:48.108106
200,7,07,Vegetables and certain roots and tubers; edible,199007,1990,7,1990-07-01,Import,56605261.0,85200618.0,4382658.7836028,-6.52,-0.3356,DROP,,,2026-03-27 02:19:48.108106
8589935521,36,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,199007,1990,7,1990-07-01,Import,7413895.0,3458794.8333333335,460207.2652792073,8.59,1.1435,SPIKE,,,2026-03-27 02:19:48.108106
8589935910,54,54,Man-made filaments; strip and the like of man-made textile materials,199007,1990,7,1990-07-01,Import,27988561.0,42641330.666666664,3316042.9563219873,-4.42,-0.3436,DROP,,,2026-03-27 02:19:48.108106
8589936023,61,61,Apparel and clothing accessories; knitted or crocheted,199007,1990,7,1990-07-01,Import,114340735.0,77973949.83333333,17662066.68107815,2.06,0.4664,SPIKE,,,2026-03-27 02:19:48.108106
8589936238,66,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",199007,1990,7,1990-07-01,Import,1102905.0,2341707.8333333335,601735.2578479731,-2.06,-0.529,DROP,,,2026-03-27 02:19:48.108106
8589936477,75,75,Nickel and articles thereof,199007,1990,7,1990-07-01,Export,44834800.0,140228292.66666666,26268946.59354572,-3.63,-0.6803,DROP,,,2026-03-27 02:19:48.108106
8589936598,79,79,Zinc and articles thereof,199007,1990,7,1990-07-01,Import,7942281.0,3120148.0,1950189.966280926,2.47,1.5455,SPIKE,,,2026-03-27 02:19:48.108106
8589936763,87,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199007,1990,7,1990-07-01,Import,1575253854.0,2484225905.1666665,424638893.3247505,-2.14,-0.3659,DROP,,,2026-03-27 02:19:48.108106
8589936778,88,88,"Aircraft, spacecraft, and parts thereof",199007,1990,7,1990-07-01,Import,121446787.0,223415656.83333334,36378976.3033044,-2.8,-0.4564,DROP,,,2026-03-27 02:19:48.108106
1682,97,97,Works of art; collectors' pieces and antiques,199007,1990,7,1990-07-01,Import,40234561.0,20426326.166666668,2907881.87684668,6.81,0.9697,SPIKE,,,2026-03-27 02:19:48.108106
41,3,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",199008,1990,8,1990-08-01,Import,49941366.0,37705292.85714286,2737580.718039891,4.47,0.3245,SPIKE,,,2026-03-27 02:19:48.108106
8589934645,3,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",199008,1990,8,1990-08-01,Export,272192447.0,175427056.57142857,45840894.96370426,2.11,0.5516,SPIKE,,,2026-03-27 02:19:48.108106
201,7,07,Vegetables and certain roots and tubers; edible,199008,1990,8,1990-08-01,Import,33976125.0,81115567.0,11524751.915744187,-4.09,-0.5811,DROP,,,2026-03-27 02:19:48.108106
8589934710,8,08,"Fruit and nuts, edible; peel of citrus fruit or melons",199008,1990,8,1990-08-01,Export,13545594.0,5999214.285714285,1870674.2004328026,4.03,1.2579,SPIKE,,,2026-03-27 02:19:48.108106
259,10,10,Cereals,199008,1990,8,1990-08-01,Import,24129584.0,13242416.0,1344737.2308386746,8.1,0.8221,SPIKE,,,2026-03-27 02:19:48.108106
8589934857,13,13,"Lac; gums, resins and other vegetable saps and extracts",199008,1990,8,1990-08-01,Export,376753.0,201034.42857142858,85773.45163055435,2.05,0.8741,SPIKE,,,2026-03-27 02:19:48.108106
449,18,18,Cocoa and cocoa preparations,199008,1990,8,1990-08-01,Import,29279377.0,19960654.714285713,2587994.169859592,3.6,0.4669,SPIKE,,,2026-03-27 02:19:48.108106
8589935071,22,22,"Beverages, spirits and vinegar",199008,1990,8,1990-08-01,Import,86058866.0,51418618.571428575,14004795.825480059,2.47,0.6737,SPIKE,,,2026-03-27 02:19:48.108106
8589935642,42,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",199008,1990,8,1990-08-01,Import,55457810.0,41620036.571428575,6316766.078507601,2.19,0.3325,SPIKE,,,2026-03-27 02:19:48.108106
8589935769,50,50,Silk,199008,1990,8,1990-08-01,Import,4333784.0,3178779.0,527616.0057011158,2.19,0.3633,SPIKE,,,2026-03-27 02:19:48.108106
1012,57,57,Carpets and other textile floor coverings,199008,1990,8,1990-08-01,Export,4592205.0,8168057.571428572,1582576.3901561333,-2.26,-0.4378,DROP,,,2026-03-27 02:19:48.108106
8589936062,62,62,Apparel and clothing accessories; not knitted or crocheted,199008,1990,8,1990-08-01,Export,15935729.0,9653809.285714285,2225291.8620430976,2.82,0.6507,SPIKE,,,2026-03-27 02:19:48.108106
8589936349,71,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",199008,1990,8,1990-08-01,Export,437064324.0,182296689.85714287,60926320.44764493,4.18,1.3975,SPIKE,,,2026-03-27 02:19:48.108106
1269,80,80,Tin; articles thereof,199008,1990,8,1990-08-01,Export,1263843.0,585028.4285714285,202262.0239102875,3.36,1.1603,SPIKE,,,2026-03-27 02:19:48.108106
1318,80,80,Tin; articles thereof,199008,1990,8,1990-08-01,Import,5274406.0,3733710.714285714,691149.586867106,2.23,0.4126,SPIKE,,,2026-03-27 02:19:48.108106
1385,86,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",199008,1990,8,1990-08-01,Export,24888987.0,62291032.571428575,9412052.781439744,-3.97,-0.6004,DROP,,,2026-03-27 02:19:48.108106
1503,89,89,"Ships, boats and floating structures",199008,1990,8,1990-08-01,Import,46522772.0,25060614.285714287,9958882.550520092,2.16,0.8564,SPIKE,,,2026-03-27 02:19:48.108106
8589936898,91,91,Clocks and watches and parts thereof,199008,1990,8,1990-08-01,Import,19454501.0,14459653.57142857,1902005.1561253152,2.63,0.3454,SPIKE,,,2026-03-27 02:19:48.108106
1546,92,92,Musical instruments; parts and accessories of such articles,199008,1990,8,1990-08-01,Export,1000007.0,1925903.857142857,403644.41118697054,-2.29,-0.4808,DROP,,,2026-03-27 02:19:48.108106
8589937007,95,95,"Toys, games and sports requisites; parts and accessories thereof",199008,1990,8,1990-08-01,Import,125240809.0,83702531.0,9761711.224236269,4.26,0.4963,SPIKE,,,2026-03-27 02:19:48.108106
8589937052,98,98,Reserved for National Use,199008,1990,8,1990-08-01,Export,57232006.0,41186435.28571428,6054968.683936297,2.65,0.3896,SPIKE,,,2026-03-27 02:19:48.108106
42,3,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",199009,1990,9,1990-09-01,Import,52328920.0,39234802.0,5013872.032947105,2.61,0.3337,SPIKE,,,2026-03-27 02:19:48.108106
202,7,07,Vegetables and certain roots and tubers; edible,199009,1990,9,1990-09-01,Import,28193568.0,75223136.75,19789176.545270324,-2.38,-0.6252,DROP,,,2026-03-27 02:19:48.108106
8589934711,8,08,"Fruit and nuts, edible; peel of citrus fruit or melons",199009,1990,9,1990-09-01,Export,15828712.0,6942511.75,3180878.0847017136,2.79,1.28,SPIKE,,,2026-03-27 02:19:48.108106
8589935626,41,41,Raw hides and skins (other than furskins) and leather,199009,1990,9,1990-09-01,Import,20470172.0,30325160.125,3818373.537932476,-2.58,-0.325,DROP,,,2026-03-27 02:19:48.108106
8589935833,53,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,199009,1990,9,1990-09-01,Export,3203393.0,1835734.25,461717.5923653363,2.96,0.745,SPIKE,,,2026-03-27 02:19:48.108106
8589935951,56,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",199009,1990,9,1990-09-01,Import,9487447.0,14736228.25,2526349.3601212543,-2.08,-0.3562,DROP,,,2026-03-27 02:19:48.108106
8589935960,58,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",199009,1990,9,1990-09-01,Import,8617008.0,12767851.75,1529911.2549448037,-2.71,-0.3251,DROP,,,2026-03-27 02:19:48.108106
8589935992,61,61,Apparel and clothing accessories; knitted or crocheted,199009,1990,9,1990-09-01,Export,8833138.0,6501957.75,603862.4713839471,3.86,0.3585,SPIKE,,,2026-03-27 02:19:48.108106
8589936063,62,62,Apparel and clothing accessories; not knitted or crocheted,199009,1990,9,1990-09-01,Export,18919108.0,10439049.25,3029409.2802838995,2.8,0.8123,SPIKE,,,2026-03-27 02:19:48.108106
8589936124,64,64,Footwear; gaiters and the like; parts of such articles,199009,1990,9,1990-09-01,Export,8182417.0,4954563.0,1388863.3017199968,2.32,0.6515,SPIKE,,,2026-03-27 02:19:48.108106
8589936184,65,65,Headgear and parts thereof,199009,1990,9,1990-09-01,Import,4566689.0,7370288.5,732040.0546632871,-3.83,-0.3804,DROP,,,2026-03-27 02:19:48.108106
1197,75,75,Nickel and articles thereof,199009,1990,9,1990-09-01,Import,29946769.0,13760038.75,3955283.1888532415,4.09,1.1764,SPIKE,,,2026-03-27 02:19:48.108106
8589934671,4,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",199010,1990,10,1990-10-01,Import,18370139.0,13597045.0,1828289.4055691788,2.61,0.351,SPIKE,,,2026-03-27 02:19:48.108106
91,5,05,Animal originated products; not elsewhere specified or included,199010,1990,10,1990-10-01,Export,9014839.0,5859686.666666667,686458.388639836,4.6,0.5385,SPIKE,,,2026-03-27 02:19:48.108106
8589934712,8,08,"Fruit and nuts, edible; peel of citrus fruit or melons",199010,1990,10,1990-10-01,Export,25138394.0,7929867.333333333,4198461.2237669,4.1,2.1701,SPIKE,,,2026-03-27 02:19:48.108106
8589934778,9,09,"Coffee, tea, mate and spices",199010,1990,10,1990-10-01,Import,42330396.0,31903418.666666668,4219621.849843241,2.47,0.3268,SPIKE,,,2026-03-27 02:19:48.108106
8589934959,15,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",199010,1990,10,1990-10-01,Export,26698250.0,17397322.0,2909250.0192096327,3.2,0.5346,SPIKE,,,2026-03-27 02:19:48.108106
450,18,18,Cocoa and cocoa preparations,199010,1990,10,1990-10-01,Import,38772373.0,21934936.0,4518629.017557207,3.73,0.7676,SPIKE,,,2026-03-27 02:19:48.108106
480,19,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",199010,1990,10,1990-10-01,Export,25635536.0,18940926.777777776,1650553.1850571183,4.06,0.3534,SPIKE,,,2026-03-27 02:19:48.108106
488,19,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",199010,1990,10,1990-10-01,Import,41905189.0,28020864.444444444,2229704.252954588,6.23,0.4955,SPIKE,,,2026-03-27 02:19:48.108106
8589935223,27,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",199010,1990,10,1990-10-01,Export,1721631524.0,1148904666.7777777,145714335.12735894,3.93,0.4985,SPIKE,,,2026-03-27 02:19:48.108106
8589935257,27,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",199010,1990,10,1990-10-01,Import,942631803.0,618438087.3333334,96630625.5079096,3.35,0.5242,SPIKE,,,2026-03-27 02:19:48.108106
709,42,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",199010,1990,10,1990-10-01,Export,5014019.0,3393639.111111111,530108.3967766508,3.06,0.4775,SPIKE,,,2026-03-27 02:19:48.108106
8589935730,50,50,Silk,199010,1990,10,1990-10-01,Export,81644.0,14199.875,14953.135279814349,4.51,4.7496,SPIKE,,,2026-03-27 02:19:48.108106
8589935993,61,61,Apparel and clothing accessories; knitted or crocheted,199010,1990,10,1990-10-01,Export,10926114.0,6760977.777777778,960672.1719258315,4.34,0.6161,SPIKE,,,2026-03-27 02:19:48.108106
8589936125,64,64,Footwear; gaiters and the like; parts of such articles,199010,1990,10,1990-10-01,Export,9955964.0,5313213.444444444,1686859.4736101397,2.75,0.8738,SPIKE,,,2026-03-27 02:19:48.108106
8589936149,65,65,Headgear and parts thereof,199010,1990,10,1990-10-01,Export,2817522.0,1857004.111111111,411960.0961799712,2.33,0.5172,SPIKE,,,2026-03-27 02:19:48.108106
1132,72,72,Iron and steel,199010,1990,10,1990-10-01,Import,249253438.0,147447868.2222222,15314165.055124741,6.65,0.6905,SPIKE,,,2026-03-27 02:19:48.108106
8589936633,81,81,"Metals; n.e.c., cermets and articles thereof",199010,1990,10,1990-10-01,Export,20854773.0,15518154.222222222,2146513.097234721,2.49,0.3439,SPIKE,,,2026-03-27 02:19:48.108106
8589936899,91,91,Clocks and watches and parts thereof,199010,1990,10,1990-10-01,Import,23496283.0,15416140.666666666,2536682.872588481,3.19,0.5241,SPIKE,,,2026-03-27 02:19:48.108106
1576,92,92,Musical instruments; parts and accessories of such articles,199010,1990,10,1990-10-01,Import,14651756.0,10999771.555555556,1575576.7392117172,2.32,0.332,SPIKE,,,2026-03-27 02:19:48.108106
8589937113,99,99,Reserved for National Use,199010,1990,10,1990-10-01,Export,239814439.0,180910417.66666666,25497321.786442325,2.31,0.3256,SPIKE,,,2026-03-27 02:19:48.108106
138,6,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",199011,1990,11,1990-11-01,Export,35224164.0,4918891.6,3125890.5513364486,9.69,6.161,SPIKE,,,2026-03-27 02:19:48.108106
167,7,07,Vegetables and certain roots and tubers; edible,199011,1990,11,1990-11-01,Export,58633953.0,30464150.8,11136217.62628263,2.53,0.9247,SPIKE,,,2026-03-27 02:19:48.108106
8589934996,15,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",199011,1990,11,1990-11-01,Import,18069088.0,13179199.8,1987172.360569594,2.46,0.371,SPIKE,,,2026-03-27 02:19:48.108106
489,19,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",199011,1990,11,1990-11-01,Import,42527498.0,29409296.9,4867918.4460067265,2.69,0.4461,SPIKE,,,2026-03-27 02:19:48.108106
8589935874,53,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,199011,1990,11,1990-11-01,Import,2537851.0,1465025.1,466293.9680979633,2.3,0.7323,SPIKE,,,2026-03-27 02:19:48.108106
8589936185,65,65,Headgear and parts thereof,199011,1990,11,1990-11-01,Import,4137308.0,6924349.5,1172100.4370360314,-2.38,-0.4025,DROP,,,2026-03-27 02:19:48.108106
8589936292,67,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",199011,1990,11,1990-11-01,Import,1791919.0,2915850.2,529742.1389266879,-2.12,-0.3855,DROP,,,2026-03-27 02:19:48.108106
1133,72,72,Iron and steel,199011,1990,11,1990-11-01,Import,262710891.0,157628425.2,35283181.14387744,2.98,0.6666,SPIKE,,,2026-03-27 02:19:48.108106
8589937129,99,99,Reserved for National Use,199011,1990,11,1990-11-01,Import,205638357.0,153161216.6,16464673.409216395,3.19,0.3426,SPIKE,,,2026-03-27 02:19:48.108106
8589935141,24,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",199012,1990,12,1990-12-01,Import,4121725.0,2068559.3636363635,512517.1014197034,4.01,0.9926,SPIKE,,,2026-03-27 02:19:48.108106
8589935258,27,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",199012,1990,12,1990-12-01,Import,1221030861.0,675196460.9090909,153118843.7476658,3.56,0.8084,SPIKE,,,2026-03-27 02:19:48.108106
8589935643,42,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",199012,1990,12,1990-12-01,Import,24051361.0,42380449.72727273,6709549.455274865,-2.73,-0.4325,DROP,,,2026-03-27 02:19:48.108106
8589935683,44,44,Wood and articles of wood; wood charcoal,199012,1990,12,1990-12-01,Export,409356763.0,594036124.2727273,51325451.72143623,-3.6,-0.3109,DROP,,,2026-03-27 02:19:48.108106
811,45,45,Cork and articles of cork,199012,1990,12,1990-12-01,Import,962303.0,1559909.4545454546,186342.1199285678,-3.21,-0.3831,DROP,,,2026-03-27 02:19:48.108106
873,46,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",199012,1990,12,1990-12-01,Import,674467.0,1805055.5454545454,267750.1018817224,-4.22,-0.6263,DROP,,,2026-03-27 02:19:48.108106
920,51,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",199012,1990,12,1990-12-01,Export,569803.0,828109.4545454546,128681.49370469993,-2.01,-0.3119,DROP,,,2026-03-27 02:19:48.108106
1026,58,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",199012,1990,12,1990-12-01,Export,691474.0,1665147.0909090908,399466.1690159643,-2.44,-0.5847,DROP,,,2026-03-27 02:19:48.108106
8589935961,58,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",199012,1990,12,1990-12-01,Import,5735747.0,11701545.181818182,2250941.7882493897,-2.65,-0.5098,DROP,,,2026-03-27 02:19:48.108106
8589935972,60,60,Fabrics; knitted or crocheted,199012,1990,12,1990-12-01,Import,8653176.0,12627372.454545455,1493176.921179829,-2.66,-0.3147,DROP,,,2026-03-27 02:19:48.108106
1101,63,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",199012,1990,12,1990-12-01,Import,16043781.0,26124923.818181816,2895901.1645039897,-3.48,-0.3859,DROP,,,2026-03-27 02:19:48.108106
8589936293,67,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",199012,1990,12,1990-12-01,Import,1249806.0,2813674.6363636362,606137.248671994,-2.58,-0.5558,DROP,,,2026-03-27 02:19:48.108106
8589936344,69,69,Ceramic products,199012,1990,12,1990-12-01,Import,29590494.0,46970688.45454545,4443410.857757279,-3.91,-0.37,DROP,,,2026-03-27 02:19:48.108106
8589936382,71,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",199012,1990,12,1990-12-01,Import,78402530.0,113354447.18181819,15010117.60101292,-2.33,-0.3083,DROP,,,2026-03-27 02:19:48.108106
8589936523,76,76,Aluminium and articles thereof,199012,1990,12,1990-12-01,Import,80483988.0,132527424.27272727,11441979.918568024,-4.55,-0.3927,DROP,,,2026-03-27 02:19:48.108106
8589936718,83,83,Metal; miscellaneous products of base metal,199012,1990,12,1990-12-01,Export,14955861.0,23173595.181818184,2594339.1324002272,-3.17,-0.3546,DROP,,,2026-03-27 02:19:48.108106
8589936900,91,91,Clocks and watches and parts thereof,199012,1990,12,1990-12-01,Import,9240485.0,16270732.636363637,3323801.3401920777,-2.12,-0.4321,DROP,,,2026-03-27 02:19:48.108106
1577,92,92,Musical instruments; parts and accessories of such articles,199012,1990,12,1990-12-01,Import,5907287.0,11290169.454545455,1802173.4436344,-2.99,-0.4768,DROP,,,2026-03-27 02:19:48.108106
1601,95,95,"Toys, games and sports requisites; parts and accessories thereof",199012,1990,12,1990-12-01,Export,12908626.0,19001714.363636363,2938558.5455607064,-2.07,-0.3207,DROP,,,2026-03-27 02:19:48.108106
8589937008,95,95,"Toys, games and sports requisites; parts and accessories thereof",199012,1990,12,1990-12-01,Import,45882683.0,91364368.63636364,18118829.088361826,-2.51,-0.4978,DROP,,,2026-03-27 02:19:48.108106
1633,96,96,Miscellaneous manufactured articles,199012,1990,12,1990-12-01,Import,15208761.0,22926002.454545453,1726036.5193603733,-4.47,-0.3366,DROP,,,2026-03-27 02:19:48.108106
1683,97,97,Works of art; collectors' pieces and antiques,199012,1990,12,1990-12-01,Import,71119191.0,21888669.363636363,7895155.349084592,6.24,2.2491,SPIKE,,,2026-03-27 02:19:48.108106
8589934858,13,13,"Lac; gums, resins and other vegetable saps and extracts",199101,1991,1,1991-01-01,Export,524681.0,234684.75,99960.69526580298,2.9,1.2357,SPIKE,,,2026-03-27 02:19:48.108106
8589935049,21,21,Miscellaneous edible preparations,199101,1991,1,1991-01-01,Export,12594120.0,9408452.166666666,1186214.646414754,2.69,0.3386,SPIKE,,,2026-03-27 02:19:48.108106
8589935072,22,22,"Beverages, spirits and vinegar",199101,1991,1,1991-01-01,Import,23406187.0,59726208.666666664,17953646.584080808,-2.02,-0.6081,DROP,,,2026-03-27 02:19:48.108106
535,25,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",199101,1991,1,1991-01-01,Import,24975248.0,37422326.75,3935534.0679480648,-3.16,-0.3326,DROP,,,2026-03-27 02:19:48.108106
8589936383,71,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",199101,1991,1,1991-01-01,Import,69345052.0,110441787.41666667,17510697.446669213,-2.35,-0.3721,DROP,,,2026-03-27 02:19:48.108106
1602,95,95,"Toys, games and sports requisites; parts and accessories thereof",199101,1991,1,1991-01-01,Export,10894534.0,18493957.0,3308160.4141059755,-2.3,-0.4109,DROP,,,2026-03-27 02:19:48.108106
8589934929,14,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,199102,1991,2,1991-02-01,Import,292927.0,511170.5833333333,72504.98495897722,-3.01,-0.4269,DROP,,,2026-03-27 02:19:48.108106
8589935190,26,26,"Ores, slag and ash",199102,1991,2,1991-02-01,Import,21384388.0,63904384.583333336,20650435.693424944,-2.06,-0.6654,DROP,,,2026-03-27 02:19:48.108106
710,42,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",199102,1991,2,1991-02-01,Export,1998164.0,3591629.9166666665,662959.1885943809,-2.4,-0.4437,DROP,,,2026-03-27 02:19:48.108106
921,51,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",199102,1991,2,1991-02-01,Export,1365267.0,785598.8333333334,146633.5419298013,3.95,0.7379,SPIKE,,,2026-03-27 02:19:48.108106
8589935915,55,55,Man-made staple fibres,199102,1991,2,1991-02-01,Export,13607768.0,20239009.416666668,2659375.8098760494,-2.49,-0.3276,DROP,,,2026-03-27 02:19:48.108106
8589936111,63,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",199102,1991,2,1991-02-01,Export,6648652.0,4940325.333333333,654171.0711409493,2.61,0.3458,SPIKE,,,2026-03-27 02:19:48.108106
8589936256,67,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",199102,1991,2,1991-02-01,Export,128545.0,31898.416666666668,38857.51579449845,2.49,3.0298,SPIKE,,,2026-03-27 02:19:48.108106
1363,82,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",199102,1991,2,1991-02-01,Export,22331327.0,16711827.333333334,1397227.8431566055,4.02,0.3363,SPIKE,,,2026-03-27 02:19:48.108106
8589936779,88,88,"Aircraft, spacecraft, and parts thereof",199102,1991,2,1991-02-01,Import,468135954.0,198946234.75,53930631.80686324,4.99,1.3531,SPIKE,,,2026-03-27 02:19:48.108106
8589934825,12,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",199103,1991,3,1991-03-01,Import,36124339.0,22993250.0,4388395.016228267,2.99,0.5711,SPIKE,,,2026-03-27 02:19:48.108106
548,26,26,"Ores, slag and ash",199103,1991,3,1991-03-01,Export,133987639.0,254968008.75,52590874.655342326,-2.3,-0.4745,DROP,,,2026-03-27 02:19:48.108106
8589935731,50,50,Silk,199103,1991,3,1991-03-01,Export,160986.0,22694.416666666668,25616.495046102027,5.4,6.0936,SPIKE,,,2026-03-27 02:19:48.108106
922,51,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",199103,1991,3,1991-03-01,Export,1261152.0,815523.8333333334,215982.7753249333,2.06,0.5464,SPIKE,,,2026-03-27 02:19:48.108106
961,52,52,Cotton,199103,1991,3,1991-03-01,Export,1892107.0,2723381.5,299169.38886113575,-2.78,-0.3052,DROP,,,2026-03-27 02:19:48.108106
8589936213,66,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",199103,1991,3,1991-03-01,Export,359594.0,125945.83333333333,89304.59266397663,2.62,1.8551,SPIKE,,,2026-03-27 02:19:48.108106
8589936257,67,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",199103,1991,3,1991-03-01,Export,143076.0,41943.666666666664,46872.75874948986,2.16,2.4111,SPIKE,,,2026-03-27 02:19:48.108106
0,1,01,Animals; live,199104,1991,4,1991-04-01,Import,12138563.0,8297814.0,1612407.0205954371,2.38,0.4629,SPIKE,,,2026-03-27 02:19:48.108106
8589935050,21,21,Miscellaneous edible preparations,199104,1991,4,1991-04-01,Export,15680306.0,10245854.333333334,1314670.0075861649,4.13,0.5304,SPIKE,,,2026-03-27 02:19:48.108106
8589935097,24,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",199104,1991,4,1991-04-01,Export,22463621.0,10587266.833333334,4903327.078575133,2.42,1.1218,SPIKE,,,2026-03-27 02:19:48.108106
673,38,38,Chemical products n.e.c.,199104,1991,4,1991-04-01,Import,163860635.0,102666829.5,24453705.866210878,2.5,0.596,SPIKE,,,2026-03-27 02:19:48.108106
767,45,45,Cork and articles of cork,199104,1991,4,1991-04-01,Export,228517.0,118827.5,40744.353271900814,2.69,0.9231,SPIKE,,,2026-03-27 02:19:48.108106
1023,57,57,Carpets and other textile floor coverings,199104,1991,4,1991-04-01,Import,35835679.0,26256169.0,2583858.255798839,3.71,0.3648,SPIKE,,,2026-03-27 02:19:48.108106
1102,63,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",199104,1991,4,1991-04-01,Import,32493941.0,24675034.333333332,3344065.8092028233,2.34,0.3169,SPIKE,,,2026-03-27 02:19:48.108106
8589936112,63,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",199104,1991,4,1991-04-01,Export,7878061.0,5138881.083333333,778786.359692667,3.52,0.533,SPIKE,,,2026-03-27 02:19:48.108106
1198,75,75,Nickel and articles thereof,199104,1991,4,1991-04-01,Import,37305144.0,16253014.75,5627071.653857854,3.74,1.2953,SPIKE,,,2026-03-27 02:19:48.108106
1,1,01,Animals; live,199105,1991,5,1991-05-01,Import,13688715.0,8363427.166666667,1757449.4854025785,3.03,0.6367,SPIKE,,,2026-03-27 02:19:48.108106
203,7,07,Vegetables and certain roots and tubers; edible,199105,1991,5,1991-05-01,Import,114653046.0,68396233.33333333,21639168.153372128,2.14,0.6763,SPIKE,,,2026-03-27 02:19:48.108106
219,10,10,Cereals,199105,1991,5,1991-05-01,Export,564165190.0,321149825.8333333,112691726.17370868,2.16,0.7567,SPIKE,,,2026-03-27 02:19:48.108106
8589934997,15,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",199105,1991,5,1991-05-01,Import,20313578.0,13359391.166666666,2391023.2731303684,2.91,0.5205,SPIKE,,,2026-03-27 02:19:48.108106
370,16,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",199105,1991,5,1991-05-01,Export,34023821.0,23970114.75,4814183.482151959,2.09,0.4194,SPIKE,,,2026-03-27 02:19:48.108106
